"winner";"rated";"turns";"victory_status";"white_rating";"black_rating";"opening_ply";"matchtime";"increment";"ECO";"firstmove";"firstresponse";"diffELO";"king.moves";"queen.moves";"rook.moves";"knight.moves";"bishop.moves";"takes";"w.castle";"b.castle";"checks";"material"
"black";1;44;"resign";2351;2414;12;8;0;"E";"Usual";"Unusual";-123.4543;0;4;-1;-2;2;0;"castle";"castle";-1;-5
"black";1;110;"resign";2230;2396;9;9;3;"D";"Unusual";"Usual";-318.1752;0;3;1;0;-3;0;"castle";"no castle";5;-3
"black";1;72;"resign";1834;1963;3;15;15;"C";"Usual";"Usual";-214.2705;-1;-1;2;-4;6;-1;"castle";"castle";0;-9
"white";1;65;"resign";1948;1809;5;15;15;"E";"Unusual";"Usual";229.1656;-4;1;-4;-3;6;0;"castle";"castle";4;10
"white";1;127;"resign";1962;1973;7;15;15;"C";"Usual";"Usual";-18.73936;6;-5;-1;-11;11;1;"castle";"castle";0;0
"white";1;39;"mate";1822;2012;7;15;15;"C";"Usual";"Usual";-317.7606;-2;2;-1;1;2;1;"castle";"castle";0;-1
"white";1;117;"outoftime";1993;1887;8;15;15;"E";"Unusual";"Usual";178.781;-4;5;-4;2;1;1;"castle";"castle";2;18
"black";1;56;"resign";2018;2063;13;15;15;"D";"Unusual";"Usual";-78.68754;4;-3;-2;0;-3;-1;"castle";"castle";-4;1
"black";1;52;"resign";1641;2011;5;15;15;"C";"Usual";"Usual";-598.0259;1;0;-1;-4;1;-2;"castle";"castle";-2;-4
"white";1;67;"resign";2192;2030;5;15;15;"D";"Unusual";"Usual";290.3208;-2;4;-1;0;5;0;"castle";"castle";3;4
"black";1;128;"resign";2067;2040;15;15;15;"A";"Unusual";"Usual";47.42906;-3;-3;-3;29;-15;0;"castle";"castle";0;8
"black";1;142;"resign";1782;2054;8;15;15;"E";"Unusual";"Usual";-455.0672;1;-3;0;-6;9;-1;"castle";"castle";1;-2
"white";1;133;"mate";2034;1835;5;15;15;"D";"Unusual";"Usual";334.9608;-20;3;8;2;1;4;"castle";"castle";12;9
"white";1;43;"resign";1959;1953;9;15;15;"D";"Unusual";"Usual";10.1789;0;2;-2;-4;5;3;"castle";"castle";0;-1
"white";1;147;"resign";1922;1798;11;15;15;"D";"Unusual";"Usual";203.0204;-7;-1;24;5;-21;1;"castle";"castle";8;7
"black";1;48;"mate";1911;1844;7;15;15;"C";"Usual";"Usual";110.4198;0;1;-3;-3;4;-2;"castle";"castle";-1;6
"black";1;50;"resign";1787;1757;3;15;15;"C";"Usual";"Usual";47.4892;1;-2;-1;2;1;-2;"castle";"castle";-3;-7
"white";1;67;"mate";1710;1499;8;15;15;"D";"Unusual";"Usual";312.2045;-5;-1;7;5;-2;3;"castle";"no castle";6;3
"white";0;19;"resign";1519;1135;7;10;5;"B";"Usual";"Usual";502.4454;0;1;0;-3;1;1;"no castle";"no castle";-1;2
"white";0;16;"resign";1752;1519;3;7;2;"C";"Usual";"Usual";349.2125;0;-2;0;1;2;1;"no castle";"no castle";-1;0
"black";0;64;"mate";1519;1752;5;7;2;"C";"Usual";"Usual";-349.2125;0;3;-1;-2;1;-2;"castle";"castle";-1;0
"white";0;65;"mate";1519;1304;4;7;2;"B";"Usual";"Usual";292.5247;-3;-2;2;4;5;-1;"castle";"castle";3;6
"white";0;28;"resign";1519;1445;9;15;0;"C";"Usual";"Usual";103.9013;-1;3;0;0;3;-3;"no castle";"no castle";1;4
"black";1;34;"resign";1165;1504;5;10;0;"C";"Usual";"Usual";-445.1336;0;4;0;-4;-4;-3;"castle";"castle";0;8
"black";1;52;"outoftime";1800;1023;4;5;5;"C";"Usual";"Usual";1057.171;0;-1;6;1;3;2;"castle";"castle";1;8
"black";1;48;"mate";1804;1789;3;10;5;"B";"Usual";"Unusual";23.97131;2;-3;0;0;1;-1;"castle";"castle";-2;-1
"white";1;87;"outoftime";1777;1807;6;10;5;"C";"Usual";"Usual";-47.85935;1;-1;3;-2;-4;0;"castle";"castle";-1;-4
"black";1;60;"resign";1782;2015;13;10;0;"D";"Unusual";"Usual";-387.0157;0;-5;5;0;1;-3;"castle";"castle";-3;3
"white";1;52;"resign";1961;1788;5;10;0;"D";"Unusual";"Unusual";284.7936;0;-1;-2;3;-3;1;"castle";"castle";0;-3
"black";1;46;"resign";1622;1781;2;10;0;"B";"Usual";"Unusual";-244.7776;0;-1;0;5;-1;-1;"castle";"castle";1;7
"black";1;31;"resign";1727;1760;7;10;0;"B";"Unusual";"Unusual";-51.65793;1;-1;0;0;1;-2;"no castle";"no castle";-1;3
"white";1;55;"resign";1750;1737;9;10;0;"D";"Unusual";"Usual";20.35009;-2;2;0;-1;1;2;"castle";"castle";7;4
"white";1;82;"resign";1698;1753;4;10;0;"B";"Usual";"Unusual";-85.48581;-6;5;5;-6;0;0;"castle";"no castle";7;-8
"black";1;21;"resign";1762;1842;4;10;0;"A";"Unusual";"Usual";-128.1184;0;3;0;-2;-2;1;"no castle";"no castle";1;4
"black";0;116;"resign";2068;2100;5;10;0;"C";"Usual";"Usual";-56.81431;3;-1;1;4;0;2;"castle";"castle";2;3
"white";0;67;"resign";2068;1906;4;10;0;"C";"Usual";"Usual";277.9284;1;1;-5;3;2;1;"castle";"castle";1;10
"white";0;35;"resign";1818;2068;5;10;0;"B";"Usual";"Usual";-422.116;0;-2;0;0;1;2;"castle";"no castle";0;-4
"black";0;66;"outoftime";1937;2068;13;10;0;"E";"Unusual";"Usual";-225.9972;-1;-1;3;3;-1;3;"castle";"castle";0;-17
"black";0;130;"resign";1814;2068;3;7;10;"B";"Usual";"Usual";-428.5564;7;-4;0;4;-1;-1;"castle";"castle";-3;-12
"white";0;109;"resign";2068;2035;6;5;5;"B";"Usual";"Unusual";57.92813;-1;5;-5;0;1;2;"castle";"castle";1;4
"white";1;25;"resign";1959;1944;14;10;0;"B";"Usual";"Usual";25.40561;-1;1;0;3;0;0;"castle";"no castle";0;2
"white";1;143;"resign";1936;1812;8;10;0;"C";"Usual";"Usual";204.0913;-4;-2;6;8;-2;1;"castle";"castle";1;3
"black";1;49;"resign";1950;2027;5;10;0;"B";"Usual";"Usual";-132.173;2;5;-4;0;0;0;"no castle";"castle";-3;-7
"black";1;62;"resign";1966;1777;7;10;0;"B";"Usual";"Unusual";310.7832;5;-1;2;-5;-5;-1;"no castle";"castle";1;-1
"black";1;36;"resign";1783;1960;12;10;0;"D";"Unusual";"Usual";-291.0509;0;2;1;-4;3;-2;"castle";"castle";0;-1
"black";1;108;"resign";2052;1946;11;10;0;"B";"Usual";"Usual";182.6391;5;0;-11;-3;15;-1;"castle";"castle";0;0
"white";1;105;"resign";1931;2067;7;10;0;"C";"Usual";"Usual";-234.3294;6;0;-3;-4;4;1;"castle";"castle";-9;3
"black";1;24;"resign";1939;2060;9;10;0;"C";"Usual";"Usual";-208.5216;0;-1;0;-2;0;-2;"no castle";"no castle";-2;-1
"white";1;51;"resign";1998;1948;3;10;0;"B";"Usual";"Usual";85.34855;0;2;-1;3;-1;1;"castle";"castle";1;1
"black";1;82;"mate";1033;1469;6;10;0;"D";"Unusual";"Usual";-550.0432;8;-1;-3;-8;5;-2;"no castle";"castle";-4;-6
"black";1;54;"mate";1038;1380;5;10;0;"B";"Usual";"Usual";-422.5947;-1;-4;5;1;0;-2;"castle";"no castle";0;3
"white";1;81;"mate";1521;1040;4;10;0;"B";"Usual";"Unusual";615.5672;-8;-7;12;8;-1;4;"castle";"castle";6;3
"black";1;66;"resign";1014;1328;5;1;25;"C";"Usual";"Usual";-380.6354;2;-1;7;-10;1;-5;"castle";"castle";-3;-13
"white";0;61;"mate";1129;1014;5;5;5;"C";"Usual";"Unusual";132.3458;-4;4;0;5;2;7;"castle";"castle";2;-8
"black";1;66;"mate";1029;1084;5;10;0;"C";"Usual";"Usual";-62.78686;-3;-1;0;0;-1;-4;"castle";"no castle";1;8
"white";1;50;"resign";908;1055;2;10;0;"B";"Usual";"Unusual";-161.0108;0;-2;1;1;-3;-1;"no castle";"castle";-1;-1
"white";0;57;"resign";1055;1163;4;10;0;"C";"Usual";"Usual";-126.7884;-2;8;0;-2;-1;0;"castle";"castle";3;1
"white";1;41;"resign";1024;1281;2;15;15;"A";"Unusual";"Unusual";-308.6061;-1;0;3;0;-3;1;"castle";"no castle";0;0
"white";0;61;"mate";1024;1151;6;10;0;"C";"Usual";"Usual";-147.4093;-2;-2;5;0;-2;-2;"castle";"no castle";3;6
"black";1;70;"outoftime";1037;1167;2;10;0;"B";"Usual";"Unusual";-152.0543;2;-5;2;-4;2;-2;"castle";"castle";-5;-2
"white";1;93;"mate";1129;1052;5;10;0;"E";"Unusual";"Usual";89.51666;-14;15;-4;1;0;3;"castle";"castle";12;4
"black";1;42;"resign";1061;1030;4;10;0;"B";"Usual";"Unusual";35.17859;-1;-1;1;0;2;-4;"castle";"castle";0;0
"black";1;9;"resign";1080;1003;4;10;0;"A";"Unusual";"Unusual";87.18908;0;0;0;-1;-1;-1;"no castle";"no castle";0;1
"white";1;53;"resign";979;1011;3;10;0;"A";"Unusual";"Usual";-35.31647;-1;0;2;-1;1;3;"castle";"castle";-1;-4
"black";1;52;"resign";985;1323;4;5;8;"C";"Usual";"Usual";-406.1838;1;-1;1;0;2;0;"castle";"castle";-1;6
"black";1;55;"resign";1011;953;5;15;15;"D";"Unusual";"Usual";63.54596;0;1;1;-2;2;-3;"castle";"castle";1;12
"white";1;37;"resign";1177;1052;2;15;15;"B";"Usual";"Unusual";147.17;1;-1;-1;3;-1;-1;"no castle";"castle";-4;-15
"black";1;80;"mate";1073;1170;4;15;15;"D";"Unusual";"Usual";-114.6228;9;-1;-10;3;-3;-1;"castle";"no castle";-5;0
"black";1;50;"resign";1097;1192;6;20;0;"D";"Unusual";"Usual";-113.6073;-2;0;2;-3;8;-3;"castle";"castle";2;1
"white";1;45;"resign";1256;1120;2;30;0;"B";"Usual";"Unusual";166.2875;0;-4;-2;6;-1;4;"no castle";"castle";1;-11
"white";1;49;"resign";1248;1149;2;30;0;"B";"Usual";"Unusual";121.6888;3;1;0;0;-5;3;"no castle";"castle";-4;7
"black";0;60;"resign";1149;2013;5;15;10;"D";"Unusual";"Usual";-1265.885;0;-2;8;-2;-3;-2;"castle";"castle";0;0
"white";0;47;"mate";2013;1149;4;15;10;"D";"Unusual";"Unusual";1265.885;0;-1;0;-1;1;1;"castle";"castle";0;-11
"white";0;69;"resign";1405;1149;5;15;0;"B";"Usual";"Unusual";327.0672;-8;3;3;6;-1;7;"castle";"castle";3;3
"black";0;18;"resign";1149;1405;5;15;0;"C";"Usual";"Usual";-327.0672;0;0;1;-4;0;-2;"castle";"no castle";-1;1
"white";1;57;"mate";1855;1915;13;10;0;"B";"Usual";"Usual";-99.16101;0;4;-5;0;-1;2;"castle";"castle";0;2
"white";0;45;"resign";1890;2002;6;10;0;"C";"Usual";"Usual";-189.3152;-1;-1;1;2;-1;1;"castle";"castle";3;-8
"white";1;53;"outoftime";1810;1723;11;5;8;"E";"Unusual";"Usual";137.4235;0;-2;0;-2;-1;3;"castle";"castle";-1;-1
"white";1;51;"mate";1727;1562;4;5;8;"C";"Unusual";"Unusual";248.2125;-2;1;1;1;-1;2;"castle";"no castle";3;-11
"black";1;44;"mate";1634;1500;2;5;8;"B";"Usual";"Usual";195.1721;0;-6;0;4;1;-2;"castle";"castle";0;4
"white";0;41;"resign";1500;1500;2;5;8;"A";"Unusual";"Usual";0;0;3;0;-1;-1;2;"castle";"no castle";0;-7
"black";1;64;"mate";2015;2043;5;9;2;"A";"Unusual";"Usual";-48.76249;0;-2;6;-3;1;-1;"castle";"castle";-4;0
"white";1;81;"resign";2031;2026;7;9;2;"B";"Usual";"Unusual";8.706046;-5;2;1;0;1;1;"castle";"castle";6;17
"white";1;63;"mate";2030;1400;4;10;0;"B";"Usual";"Unusual";975.1203;-6;4;0;-3;4;4;"castle";"castle";4;-5
"white";1;49;"resign";1985;2044;15;15;2;"A";"Unusual";"Usual";-102.2218;-2;-1;0;4;0;1;"castle";"castle";1;-3
"black";0;138;"mate";2214;2253;5;15;15;"A";"Unusual";"Usual";-72.8393;12;-4;2;-2;-1;-2;"castle";"castle";-1;-5
"white";1;91;"mate";2202;2213;8;25;15;"D";"Unusual";"Usual";-20.36798;3;1;-3;-4;2;-2;"castle";"castle";1;9
"black";1;34;"resign";2211;2300;4;5;5;"A";"Unusual";"Unusual";-167.4309;0;3;-1;-1;2;1;"castle";"castle";0;1
"white";1;93;"outoftime";2194;2384;5;5;5;"A";"Unusual";"Usual";-361.3634;-5;-2;-1;-4;3;0;"castle";"castle";2;4
"black";1;92;"resign";2131;2185;16;12;15;"D";"Unusual";"Usual";-98.3393;6;4;-10;-2;2;-1;"castle";"castle";-7;5
"black";1;98;"resign";1573;2184;4;10;0;"D";"Unusual";"Usual";-1007.34;10;3;-7;0;-2;-4;"castle";"castle";-6;-12
"white";1;109;"resign";2170;2266;6;10;10;"E";"Unusual";"Usual";-178.3788;0;-3;-1;-2;13;0;"castle";"castle";-1;-5
"black";1;80;"outoftime";2289;2152;6;8;0;"B";"Usual";"Usual";254.7727;0;-4;10;-2;4;-2;"castle";"castle";1;7
"white";1;77;"outoftime";2142;2104;4;10;2;"A";"Unusual";"Usual";68.38125;1;4;1;-6;0;3;"castle";"castle";0;0
"black";1;166;"outoftime";2008;2135;2;15;0;"A";"Unusual";"Unusual";-224.5025;-8;8;-2;0;-1;-3;"castle";"castle";7;-4
"white";1;47;"resign";2126;2072;7;15;2;"E";"Unusual";"Usual";96.37384;0;8;-1;-2;-6;4;"castle";"castle";1;-3
"black";1;71;"resign";2136;2170;6;1;30;"D";"Unusual";"Usual";-61.81246;6;2;-8;0;2;-1;"castle";"no castle";-1;-1
"black";1;60;"resign";1952;2130;4;9;0;"B";"Usual";"Usual";-311.3078;-1;-2;3;8;1;0;"castle";"castle";2;15
"white";1;55;"mate";1940;1847;7;10;0;"D";"Unusual";"Unusual";154.1872;-4;4;-2;4;4;6;"castle";"castle";3;1
"white";1;27;"resign";1934;1726;6;10;0;"A";"Unusual";"Unusual";336.7008;0;-7;1;4;3;1;"no castle";"no castle";1;3
"black";1;96;"mate";1994;1919;14;10;0;"C";"Usual";"Usual";127.2594;3;2;-7;4;-2;-4;"castle";"castle";2;-3
"black";1;81;"resign";1934;1881;6;10;0;"E";"Unusual";"Usual";88.32788;-1;2;0;-6;1;-1;"castle";"castle";0;-6
"black";1;90;"resign";1784;1926;10;10;0;"D";"Unusual";"Usual";-232.0531;0;3;-5;4;1;-1;"castle";"castle";0;3
"black";1;54;"resign";1843;1915;7;10;0;"D";"Unusual";"Usual";-118.7267;0;0;-2;-2;4;-2;"castle";"castle";0;3
"white";1;105;"resign";1906;1792;8;10;0;"D";"Unusual";"Usual";185.8742;-2;-3;-4;0;4;2;"castle";"castle";-2;6
"white";1;83;"resign";1899;1720;1;10;0;"A";"Unusual";"Unusual";287.4932;-6;2;-1;-1;2;2;"castle";"no castle";7;23
"black";1;76;"mate";1335;1898;7;10;0;"D";"Unusual";"Usual";-837.2064;3;-1;-5;4;0;-1;"castle";"castle";-2;-1
"white";1;89;"mate";1893;1649;5;10;0;"D";"Unusual";"Usual";386.095;-7;2;0;-2;1;2;"no castle";"castle";-3;-1
"white";1;35;"resign";1887;1665;3;10;0;"A";"Unusual";"Usual";351.9679;0;-1;-1;3;1;5;"castle";"castle";1;-5
"black";1;80;"mate";1765;1878;2;10;0;"D";"Unusual";"Usual";-182.3267;-1;0;3;0;0;-3;"castle";"castle";1;5
"black";1;84;"resign";1715;1870;11;10;0;"D";"Unusual";"Usual";-247.3211;1;1;2;0;-4;-3;"castle";"castle";-2;9
"white";1;37;"resign";1866;1521;1;10;0;"A";"Unusual";"Unusual";529.4186;0;0;2;-1;1;2;"castle";"castle";-1;2
"black";1;100;"mate";1646;1860;9;10;0;"C";"Usual";"Usual";-336.248;9;-3;2;1;-11;-2;"castle";"castle";-4;-11
"black";1;68;"resign";1880;1707;3;10;0;"D";"Unusual";"Usual";276.149;-3;0;0;5;-2;0;"castle";"no castle";6;2
"white";1;25;"resign";1856;2190;12;10;0;"D";"Unusual";"Usual";-580.4306;0;-1;1;-1;2;-1;"no castle";"no castle";0;-11
"black";1;70;"resign";1559;1852;9;10;0;"C";"Usual";"Usual";-451.7912;1;-1;-1;0;-1;-1;"castle";"castle";-1;5
"white";1;85;"mate";1955;1890;11;10;0;"C";"Usual";"Usual";108.9281;-8;4;4;8;-3;0;"castle";"castle";5;-8
"black";1;81;"resign";1902;1952;12;10;0;"D";"Unusual";"Usual";-83.92967;-1;-5;0;-3;5;-1;"castle";"castle";3;7
"black";1;102;"resign";1629;1897;9;10;0;"C";"Usual";"Usual";-422.7489;-5;2;3;-2;4;-2;"castle";"castle";4;11
"black";1;62;"resign";1758;1887;11;10;0;"C";"Usual";"Usual";-208.2224;3;-1;1;-6;1;-5;"no castle";"no castle";-5;-4
"white";1;35;"mate";1886;1345;6;10;0;"D";"Unusual";"Usual";804.1576;-4;6;-1;1;-2;1;"no castle";"no castle";6;-3
"black";1;124;"resign";1856;1872;5;10;0;"D";"Unusual";"Usual";-26.23566;18;-11;-1;2;2;-2;"castle";"castle";-10;0
"white";1;61;"mate";2060;1910;8;10;0;"D";"Unusual";"Usual";257.1561;-4;3;0;0;0;0;"castle";"castle";4;-2
"black";1;72;"resign";1981;1941;8;10;0;"D";"Unusual";"Usual";67.98273;1;-1;-5;2;3;-2;"castle";"castle";-1;-2
"white";1;41;"resign";1924;1905;7;10;0;"D";"Unusual";"Usual";31.74676;0;-6;4;-1;1;1;"castle";"castle";-1;0
"white";1;57;"mate";1892;1945;3;10;0;"B";"Unusual";"Unusual";-88.68754;-7;8;-1;1;-1;3;"castle";"no castle";8;-1
"white";1;37;"resign";1859;1969;5;10;0;"C";"Usual";"Usual";-183.7631;1;2;0;-1;-2;-1;"castle";"no castle";-2;-1
"black";1;17;"resign";1985;2047;1;10;0;"A";"Unusual";"Unusual";-107.4769;0;0;1;1;-1;0;"no castle";"no castle";0;0
"white";1;6;"resign";1959;2008;5;10;0;"B";"Usual";"Unusual";-83.95898;0;0;0;2;0;0;"no castle";"no castle";0;0
"black";1;7;"resign";2058;1945;4;10;0;"B";"Usual";"Unusual";194.8745;0;0;0;-1;0;1;"no castle";"no castle";0;-1
"white";1;97;"resign";1929;2090;5;10;0;"C";"Usual";"Usual";-278.4476;-6;-3;2;3;4;2;"castle";"no castle";7;8
"white";1;67;"resign";2076;1922;12;10;0;"E";"Unusual";"Usual";265.3436;-1;2;-8;3;1;2;"castle";"castle";1;9
"black";1;86;"resign";1813;1796;14;10;0;"A";"Unusual";"Unusual";27.25139;0;0;-3;-2;4;-2;"castle";"castle";2;-3
"black";1;56;"resign";1810;1720;10;10;0;"B";"Usual";"Usual";142.079;-3;1;1;3;1;1;"castle";"castle";3;2
"white";1;125;"resign";1798;1836;7;10;0;"C";"Usual";"Usual";-61.2079;-16;-3;5;14;-2;1;"castle";"castle";7;-12
"white";1;55;"resign";1795;1831;5;10;0;"B";"Usual";"Usual";-57.89759;1;0;0;3;2;-2;"castle";"castle";-1;-1
"black";1;112;"resign";1809;1729;2;10;0;"B";"Usual";"Unusual";126.4898;6;0;2;-6;1;-1;"castle";"castle";-5;-2
"black";1;64;"resign";1816;1956;3;10;0;"C";"Usual";"Usual";-231.4621;-1;0;6;-2;1;-2;"castle";"castle";-1;-2
"white";1;55;"resign";1803;1839;10;10;0;"B";"Usual";"Unusual";-58.07526;-1;-1;0;-1;-2;1;"castle";"castle";0;-6
"white";1;175;"outoftime";1767;1816;3;10;0;"B";"Usual";"Usual";-78.15515;-19;3;16;1;-1;1;"castle";"castle";9;6
"black";1;56;"resign";1759;1806;5;10;0;"A";"Unusual";"Unusual";-74.70419;0;4;-1;-2;-6;1;"castle";"castle";2;12
"white";1;37;"mate";1529;1826;4;10;0;"B";"Usual";"Usual";-452.8288;-1;3;0;1;0;-1;"castle";"castle";0;2
"white";1;81;"resign";1808;1798;6;10;0;"C";"Usual";"Usual";16.02097;3;1;1;0;0;3;"castle";"castle";-4;-9
"white";1;67;"resign";1819;1819;3;10;0;"B";"Usual";"Usual";0;3;-5;4;0;-2;3;"castle";"castle";-5;-10
"black";1;86;"resign";1832;1807;6;10;0;"C";"Usual";"Usual";40.30691;1;0;-1;0;-1;1;"castle";"castle";-3;-22
"black";1;70;"mate";1878;1819;3;10;0;"A";"Unusual";"Unusual";96.17983;-2;0;3;2;1;1;"castle";"castle";4;13
"black";0;106;"mate";1661;1819;3;15;5;"B";"Usual";"Usual";-246.9907;-2;-4;7;-3;5;-1;"castle";"castle";4;-5
"black";1;56;"mate";1703;1810;5;10;0;"B";"Usual";"Usual";-168.355;1;2;4;-5;-1;-1;"castle";"castle";-1;0
"white";1;39;"mate";1809;1184;4;15;5;"B";"Usual";"Usual";883.1354;0;0;0;0;1;0;"castle";"castle";0;4
"black";1;100;"mate";1823;1766;5;10;0;"B";"Usual";"Unusual";91.02067;1;6;-4;1;0;4;"castle";"castle";-2;2
"white";1;117;"mate";1815;1683;6;10;0;"C";"Usual";"Usual";207.0796;-12;4;-1;8;1;4;"castle";"no castle";4;10
"white";1;63;"resign";1797;2024;13;10;0;"B";"Usual";"Unusual";-378.7301;-3;5;-1;-1;-1;2;"castle";"castle";2;-8
"black";1;86;"outoftime";1892;1782;3;10;0;"B";"Usual";"Usual";178.5379;-8;4;6;0;-3;3;"castle";"castle";8;5
"black";1;80;"mate";1777;1769;5;10;0;"A";"Unusual";"Unusual";12.66872;-1;4;1;5;-10;-1;"castle";"castle";3;-2
"white";1;69;"resign";1767;1356;5;15;5;"B";"Usual";"Usual";597.2304;1;-6;4;1;2;2;"castle";"castle";0;0
"white";0;71;"mate";1767;1226;1;17;3;"A";"Unusual";"Unusual";764.442;-6;6;-4;7;-4;3;"no castle";"no castle";5;-1
"white";0;81;"resign";1226;1767;6;17;3;"B";"Usual";"Usual";-764.442;-9;5;4;0;1;1;"castle";"castle";8;-1
"black";1;59;"resign";1228;1766;4;15;5;"B";"Usual";"Usual";-760.3689;-6;10;0;0;0;-3;"castle";"castle";3;7
"white";0;109;"resign";1766;1218;11;15;5;"B";"Usual";"Usual";772.8118;4;1;-4;6;1;1;"castle";"castle";-8;11
"black";1;34;"mate";1219;1765;4;15;5;"B";"Usual";"Usual";-769.9914;0;0;-1;1;4;-1;"no castle";"castle";1;1
"white";1;113;"resign";1989;1770;12;15;0;"B";"Usual";"Usual";361.1946;-4;-1;3;9;-4;1;"castle";"castle";4;15
"black";1;134;"outoftime";1776;1984;9;15;0;"B";"Usual";"Usual";-343.1166;-4;-1;9;-3;-2;0;"castle";"castle";4;-7
"white";1;103;"resign";1928;1782;3;5;8;"B";"Usual";"Usual";238.5898;-10;0;1;-1;2;0;"no castle";"no castle";1;12
"white";1;53;"resign";1770;1803;5;1;19;"C";"Usual";"Usual";-52.53331;0;-2;-3;6;2;0;"castle";"castle";-1;-2
"white";1;47;"resign";1852;1779;5;15;0;"A";"Unusual";"Unusual";117.516;0;1;-1;2;-1;0;"castle";"castle";1;2
"black";1;54;"resign";1789;1842;5;15;0;"B";"Usual";"Usual";-85.31986;0;0;-4;7;-4;-1;"castle";"castle";1;2
"white";1;143;"outoftime";1832;1799;2;15;0;"A";"Unusual";"Unusual";53.12369;-3;3;-18;15;6;2;"castle";"castle";-2;9
"black";1;24;"resign";1973;1782;2;5;5;"A";"Unusual";"Unusual";314.7788;-1;0;0;1;1;-1;"no castle";"castle";1;9
"white";1;33;"mate";1767;1875;5;5;8;"B";"Usual";"Unusual";-174.2258;-3;0;-1;4;4;1;"castle";"castle";3;2
"white";1;67;"mate";1755;1778;8;15;0;"C";"Usual";"Usual";-36.33035;0;0;-1;1;1;3;"castle";"castle";2;0
"white";1;53;"resign";1738;1911;6;15;0;"C";"Usual";"Usual";-279.4574;-1;-2;-2;0;5;2;"castle";"castle";0;-3
"black";1;54;"resign";1824;1724;4;10;0;"B";"Usual";"Usual";158.4207;0;1;-4;0;2;-3;"castle";"castle";-1;-5
"black";1;49;"resign";1812;1709;5;10;0;"A";"Unusual";"Unusual";162.3155;3;2;0;-1;-3;-1;"no castle";"castle";-5;4
"black";1;30;"resign";1715;1886;8;6;6;"C";"Usual";"Usual";-273.6949;0;1;-1;-4;2;0;"castle";"castle";-1;12
"white";1;41;"resign";1481;1734;3;15;0;"B";"Usual";"Usual";-374.8177;0;-4;-1;8;4;2;"castle";"castle";1;1
"black";1;62;"mate";1750;1721;13;15;6;"B";"Usual";"Usual";45.25324;-5;2;0;1;3;0;"castle";"no castle";4;5
"black";1;118;"resign";1842;1705;4;7;5;"A";"Unusual";"Unusual";216.9941;0;-2;0;0;2;-2;"no castle";"castle";-4;2
"black";1;66;"resign";1709;2015;8;10;10;"C";"Usual";"Usual";-501.3794;0;1;-3;6;-2;-1;"castle";"castle";0;-5
"white";0;10;"resign";2454;1848;4;30;30;"A";"Unusual";"Unusual";1100.969;0;0;0;1;0;0;"no castle";"castle";0;0
"white";0;43;"outoftime";1848;2272;8;10;10;"E";"Unusual";"Usual";-746.512;2;-2;2;-1;2;-2;"no castle";"no castle";-3;-4
"white";0;61;"resign";1557;1536;5;10;0;"C";"Usual";"Usual";30.3211;3;-1;-6;-1;8;1;"castle";"castle";-1;0
"white";0;85;"outoftime";1536;1500;4;10;0;"B";"Usual";"Unusual";51.34608;0;2;-2;-3;-4;5;"castle";"castle";1;-13
"white";0;45;"mate";1482;1536;5;10;0;"D";"Unusual";"Usual";-76.71931;0;-1;1;-3;2;0;"castle";"castle";1;-3
"white";0;23;"mate";1500;1536;7;10;0;"C";"Usual";"Usual";-51.34608;0;5;0;-3;-1;1;"no castle";"castle";-1;-1
"black";0;36;"resign";1536;1480;7;10;0;"C";"Usual";"Usual";79.52622;1;-1;-2;-1;-1;-1;"castle";"castle";0;-3
"black";0;144;"resign";1536;1500;5;10;0;"C";"Usual";"Usual";51.34608;27;-13;-9;-13;7;-4;"castle";"no castle";-5;-5
"black";0;88;"mate";1500;1536;3;10;0;"D";"Unusual";"Unusual";-51.34608;7;-6;3;-5;-1;-6;"castle";"castle";-5;-7
"white";0;45;"resign";1536;1414;3;10;0;"C";"Usual";"Usual";170.7699;0;1;-1;-2;1;3;"castle";"castle";2;-4
"black";0;40;"resign";1414;1536;5;10;0;"C";"Usual";"Usual";-170.7699;0;1;0;-2;2;0;"no castle";"castle";-1;7
"black";0;30;"resign";1536;1500;4;10;0;"C";"Usual";"Usual";51.34608;0;-4;2;-1;0;-2;"no castle";"no castle";-1;7
"white";0;23;"resign";1536;1500;6;10;0;"B";"Usual";"Unusual";51.34608;0;-4;0;3;1;-1;"castle";"no castle";1;0
"black";0;196;"mate";1401;1536;3;10;0;"C";"Usual";"Usual";-188.4254;22;-19;-9;-1;12;-1;"castle";"castle";-13;-31
"white";0;59;"resign";1536;1500;6;10;0;"C";"Usual";"Usual";51.34608;1;-7;-1;2;4;-3;"castle";"castle";-1;-4
"white";0;61;"resign";1536;1500;8;10;0;"C";"Usual";"Unusual";51.34608;-6;1;1;0;4;4;"castle";"no castle";3;6
"black";0;58;"resign";1536;1500;4;10;0;"B";"Usual";"Usual";51.34608;1;-1;4;-8;2;-3;"castle";"castle";0;1
"white";0;15;"resign";1500;1536;9;10;0;"D";"Unusual";"Usual";-51.34608;0;1;0;1;-1;0;"no castle";"no castle";-1;1
"white";0;51;"resign";1589;1536;2;10;0;"A";"Unusual";"Usual";77.04781;-1;4;-2;2;0;3;"castle";"castle";3;2
"white";0;55;"resign";1536;1589;3;10;0;"B";"Usual";"Usual";-77.04781;3;-8;2;-1;3;0;"castle";"castle";-4;1
